t,Q,T,COD,NH4,TN,TSS,TP,Qintr,Qr,Qw,Quprimary,Quthickener,Qodewatering,Qmetal,DO5,DO6,DO6ref,DO7,Qo,CODo,NH4o,TNo,TSSo,TPo,EQI,SC,AE,PE,ME,OCI,EQI_original
269.3072925,15872.771499999999,12.0265845,397.9903725,22.47294725,37.9076325,203.7509525,9.072800425,36896.422,15322.432,480.08452,140.18842,27.96087975,172.7163725,0.094316529,0.9423688325,2.774607325,2.7790128,2.07276545,15818.919750000001,39.997788,0.8282973925,14.000039,11.2312145,0.9106605075,7632.980149999999,12048.63525,3042.860025,614.1040325,6414.008225,15958.583,5791.273236758727
269.3489575,25898.449,12.0118665,513.7362425,37.9193675,56.0362375,213.619885,11.85889025,36896.422,15322.432,480.08452,140.18842,27.99522975,175.2028675,0.094316529,0.991813895,2.75182005,2.7790128,2.1739262,25831.59275,42.58405475,0.5414172275,13.77343,13.926118,1.2280277,8396.553675,12215.80075,3317.7215,614.12805,6402.000050000001,16412.642,10427.058457253324
269.390625,34193.96525,12.031132750000001,748.91808,40.73559275,68.673458,367.3807625,14.450161999999999,36896.422,15322.432,480.08452,140.18842,28.0278715,180.7651375,0.094316529,1.1278446,2.72543845,2.7790128,2.41762735,34158.49925,46.353223,0.2828749,13.206363249999999,17.80873275,1.717871,9581.04125,12603.713,4067.4645499999997,614.176465,6370.476825,17581.869,15669.315034792393
269.4322925,32825.893,12.083281249999999,890.7280925,38.340129250000004,72.82171225,477.8497225,15.1898215,36896.422,15322.432,480.08452,140.18842,28.0551885,184.6834175,0.094316529,1.2460898,2.726225275,2.7790128,2.442714625,32824.19825,46.84661475,0.2057553575,12.53192775,18.2996515,1.9062481,9850.967975,12889.3375,5025.796,614.211085,6323.896975,18872.4395,15475.602328802353
269.4739575,28725.9505,12.164972500000001,908.2931725000001,32.778921,68.6818645,509.1702175,15.89839275,36896.422,15322.432,480.08452,140.18842,28.0717145,187.1957075,0.094316529,1.393217475,2.74749015,2.7790128,2.136734325,28735.75025,45.485571,0.25874673000000004,12.21714025,16.94340275,1.78472945,9415.658075,13084.6535,5763.786825,614.2331675,6291.9199499999995,19837.74525,12961.968316824117
269.515625,22734.7095,12.27085125,935.4015300000001,30.452394,67.91842325,538.3177775,16.09643875,36896.422,15322.432,480.08452,140.18842,28.06987675,188.425805,0.094316529,1.506994625,2.7748088749999997,2.7790128,1.897416875,22747.09525,43.37915525,0.3988907275,12.27902225,14.87418575,1.5005256249999999,8682.05565,13189.30125,6046.14375,614.24279,6283.0612249999995,20233.61825,9466.64814235993
269.5572925,18719.3405,12.39391475,935.1776475,26.57965275,64.54955025,552.036875,15.74310875,36896.422,15322.432,480.08452,140.18842,28.0439525,188.8455175,0.094316529,1.4535797000000001,2.79838275,2.7790128,1.75725395,18712.828999999998,41.47824175,0.598335245,12.59844275,13.03581625,1.2290803750000001,8076.032775,13232.84525,5883.983725,614.2430375,6283.540725000001,20114.523,7233.351437617408
269.5989575,18830.69125,12.52599,811.0987075,18.66986425,52.244197,491.86112,13.4201605,36896.422,15322.432,480.08452,140.18842,27.997194,188.61982,0.094316529,1.250810875,2.806177925,2.7790128,1.591801,18815.813,40.64126625,0.84554047,13.1538305,12.3167905,1.052238925,7847.731325,13229.8815,5434.459425,614.2356199999999,6280.937524999999,19664.63075,7066.173441964482
269.640625,18173.2775,12.6582885,742.9569575,14.66478425,45.62714575,455.90447,12.4100505,36896.422,15322.432,480.08452,140.18842,27.9405465,187.54424999999998,0.094316529,1.12511795,2.79103955,2.7790128,1.5081848999999998,18158.81425,40.302766,1.08754355,13.78268825,12.0993355,0.9446960424999999,7828.077275,13164.96675,5106.1346,614.2202175,6286.328525,19265.985,6802.260787975761
269.6822925,18642.7725,12.78200825,718.2687424999999,16.11484275,45.29645725,424.492145,12.42549775,36896.422,15322.432,480.08452,140.18842,27.884334250000002,186.1792625,0.094316529,1.099675525,2.788922675,2.7790128,1.6331411999999998,18624.29,40.245285,1.249458975,14.28162825,12.13097175,0.88851055,7881.839125,13076.93325,4934.272274999999,614.2025525,6294.268825,18998.131,7024.708629489235
269.7239575,19812.72425,12.88893075,794.0921425,23.1299875,54.090468,439.567245,14.268808,36896.422,15322.432,480.08452,140.18842,27.833392,185.1680725,0.094316529,1.081457725,2.7920422250000003,2.7790128,1.911677025,19787.97675,40.5210285,1.278577375,14.50323225,12.457535,0.8743501375,7941.5914,13012.38825,4731.169975,614.18835,6302.2852,18722.45275,7520.4571392883845
269.765625,23431.8795,12.97198275,821.8764725000001,25.95078775,57.87411575,453.718825,13.75226,36896.422,15322.432,480.08452,140.18842,27.78830275,184.6488325,0.094316529,1.0113269725,2.786609575,2.7790128,2.214877525,23394.141,41.371894499999996,1.137606275,14.36111675,13.32573075,0.9075358975,8009.5386,12984.53325,4530.6852499999995,614.1787825,6303.9279,18492.461,8968.408355154912
269.8072925,27605.99075,13.025717499999999,780.8207375,23.62162625,54.108554,434.108135,13.20733375,39265.723750000005,15322.432,480.08452,140.18842,27.74883025,184.833415,0.09700032674999999,0.719146115,2.323967725,2.24562495,2.01002895,27580.04325,42.996688,0.8378543725,13.8116915,14.9306065,0.9967908175,8119.40475,13011.006000000001,4061.1968,633.12994,6302.9464499999995,18230.406,10716.26420854673
269.8489575,26683.21225,13.04668675,788.786065,24.933612500000002,55.651610500000004,436.2464725,13.727633,40055.491,15322.432,480.08452,140.18842,27.71574875,185.81206,0.097894926,0.6861219775,2.0457258,2.067829,1.652278625,26676.632749999997,43.668155,0.55550199,12.95538925,15.48622775,1.0436921749999999,7982.035225,13094.17475,4391.7168249999995,639.45194,6314.800425,18692.238,10191.779426620009
269.890625,24209.37475,13.033674999999999,775.3330425,25.184993,55.54773125,430.42429,13.962939,40055.491,15322.432,480.08452,140.18842,27.69022375,186.9241375,0.097894926,0.7485592675,2.059909925,2.067829,1.60304385,24206.20475,43.24919775,0.42543939750000004,12.09858275,14.89924525,1.02251465,7652.65635,13184.748,4647.392775,639.4577725,6333.270875,19020.02275,8867.784967468719
269.9322925,21478.40475,12.9877825,747.59838,25.366805499999998,54.79042025,417.5811225,13.4736955,40055.491,15322.432,480.08452,140.18842,27.672217,187.5683175,0.097894926,0.761170615,2.073342925,2.067829,1.5625071,21477.58275,42.5476455,0.4118194375,11.412619,14.0189185,0.9728523725,7318.94225,13239.53225,4654.9340250000005,639.4607625,6354.004425,19061.6185,7526.217881416409
269.9739575,18801.3985,12.9123505,722.2302325,24.263821749999998,52.97267925,408.50508,12.8285765,40055.491,15322.432,480.08452,140.18842,27.66052075,187.4723275,0.097894926,0.719427,2.08153915,2.067829,1.512464475,18793.45475,41.76983375,0.4411378925,10.933753,13.045436,0.91411887,7018.880775,13238.35775,4462.41405,639.4585925,6375.665075,18846.261,6313.259735819676
270.015625,17910.18075,12.8127335,653.786885,19.897799749999997,46.20900675,372.54304,11.46803625,40055.491,15322.432,480.08452,140.18842,27.65392675,186.719645,0.097894926,0.6738776875,2.080003475,2.067829,1.4526664,17902.1935,41.42654175,0.4723719575,10.637496,12.49735725,0.8773292275,6847.14645,13188.3595,4239.2706,639.45178,6393.329675,18555.448,5866.7750798636025
270.0572925,15545.32175,12.69593425,607.903745,18.28910725,43.04038575,350.483145,10.211088325,40055.491,15322.432,480.08452,140.18842,27.65125575,185.741445,0.097894926,0.644327485,2.07931525,2.067829,1.421595075,15539.3025,41.13725875,0.48956053,10.444613749999998,11.987824,0.845371415,6705.87525,13118.88525,4030.97125,639.4436325,6413.875,18257.120750000002,4987.438032118382
270.0989575,14425.859250000001,12.5701255,531.7694125,16.75839725,38.74974225,307.85028,9.20975735,40055.491,15322.432,480.08452,140.18842,27.65067375,184.6378825,0.097894926,0.63612343,2.079085675,2.067829,1.446575325,14414.4,40.92276725,0.49256344750000003,10.308272,11.558327,0.8204751825,6593.1093,13037.13075,3838.05275,639.434735,6431.7448,17964.56925,4547.9764824817385
270.140625,14128.105,12.44409675,449.93488,13.771250499999999,32.846483,262.061085,7.565203375,40055.491,15322.432,480.08452,140.18842,27.64982575,183.57085,0.097894926,0.634231125,2.079858675,2.067829,1.5087381500000001,14111.7465,40.9551205,0.48387627499999997,10.204567,11.390140500000001,0.811367305,6541.053125,12955.485,3632.9137,639.4260975,6446.06875,17663.4515,4417.0763819514905
270.1822925,14401.755,12.32664875,363.00426749999997,10.156156675,25.76250825,211.7661975,6.2558656500000005,40055.491,15322.432,480.08452,140.18842,27.646918,181.84266,0.097894926,0.6348214225,2.07910825,2.067829,1.56765515,14388.90375,41.24175725,0.4621987875,10.114676,11.485942,0.8189711774999999,6547.6447,12825.2925,3432.940375,639.411925,6456.6587500000005,17322.6815,4508.33110786858
270.2239575,12892.9565,12.2260005,348.30146,8.8025683,23.578902749999997,198.03527,6.0207928,40055.491,15322.432,480.08452,140.18842,27.641807,179.9934225,0.097894926,0.6462354299999999,2.0799579,2.067829,1.5862598,12884.90425,41.413012249999994,0.4295828075,10.012873825,11.47545275,0.82597063,6534.707725,12683.5235,3228.640225,639.396515,6467.118275,16966.13775,4029.381172251267
